detector,source_pc,logical_source_pc,base,index,target,bound,region,runtime_observed,inside_existing_function,instruction_boundary,classification,would_make_function,would_create_interior_label,would_defer
JMP_PC_INDEX_WORD,036DB8,036DB8,036DBC,1,036E42,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,036DB8,036DB8,036DBC,2,036E6C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,036DB8,036DB8,036DBC,3,036E80,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,036DB8,036DB8,036DBC,4,036E6C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,036DB8,036DB8,036DBC,5,036ED0,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,036DB8,036DB8,036DBC,6,036F0A,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,036DB8,036DB8,036DBC,7,036F20,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,036DB8,036DB8,036DBC,8,036F86,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,036DB8,036DB8,036DBC,9,036E6C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,036DB8,036DB8,036DBC,10,037002,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,036DB8,036DB8,036DBC,11,037024,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,036DB8,036DB8,036DBC,12,0370DA,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,036DB8,036DB8,036DBC,13,036D50,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,036DB8,036DB8,036DBC,14,036D8C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,00139E,00139E,0013A4,0,0013EA,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,00139E,00139E,0013A4,1,00147E,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,00139E,00139E,0013A4,2,0014CE,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,00139E,00139E,0013A4,3,0014FA,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,00139E,00139E,0013A4,4,001550,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,00139E,00139E,0013A4,5,0015C8,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,00139E,00139E,0013A4,6,001622,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,00139E,00139E,0013A4,7,00165A,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,0013CE,0013CE,0013D4,0,0013E0,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0013CE,0013CE,0013D4,1,001642,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,0013CE,0013CE,0013D4,2,001666,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,00195C,00195C,001976,1,00198A,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,00195C,00195C,001976,2,001A2E,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,00195C,00195C,001976,3,001A38,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,00195C,00195C,001976,4,001A42,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,0,0023D6,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,1,0023D6,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,2,0023CA,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,3,013AE8,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,4,014038,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,5,01497C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,6,0133D2,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,7,012C3A,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,8,012D36,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,9,0132D0,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,10,012DCE,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,11,012D96,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,12,013360,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,13,013392,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,14,0133A6,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,15,013B66,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,16,0023D6,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,17,02F94C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,18,02F89E,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,19,0363EA,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,20,02FAD0,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,21,03683E,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,22,0309D6,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,23,0364E6,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,24,0365B2,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,25,031728,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,26,03F4BE,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,27,031640,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,28,031C76,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,29,032376,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,30,03666E,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,31,036702,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,32,022A0A,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,33,022E5E,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,34,022E5E,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,35,023998,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,36,023998,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,37,023998,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,38,023998,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,39,023998,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,40,023998,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,41,023998,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,42,023998,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,43,023998,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,44,022FEA,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,45,023098,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,46,022E5E,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,47,02314C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,48,013EC2,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,49,013E4E,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,50,013FB2,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,51,012E46,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,52,013BA0,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,53,013C7E,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,54,013D44,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,55,013DDC,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,56,014B58,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,57,014CC6,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,58,0134E6,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,59,012C92,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,60,0136C0,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,61,0136CE,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,62,015C38,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,63,015D2C,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,64,02315A,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,65,023BD2,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,66,0248F6,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,67,0245A6,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,68,0245A6,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,69,02489E,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,70,024714,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,71,024A20,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,72,024A94,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,73,024AA2,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,74,025420,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,75,02520E,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,76,025DB4,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,77,025992,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,78,0259AA,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,79,025CAE,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,80,03073A,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,81,0307C8,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,82,02FFAC,none,ROM,1,0,0,ObservedFunctionEntry,1,0,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,83,02FE20,none,ROM,1,0,0,ObservedFunctionEntry,1,0,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,84,0300F2,none,ROM,1,0,0,ObservedFunctionEntry,1,0,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,85,03683E,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,86,03E934,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,87,03F4BE,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,88,036924,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,89,031A7C,none,ROM,1,0,0,ObservedFunctionEntry,1,0,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,90,03247C,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,91,0338A0,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,92,03067C,none,ROM,1,0,0,ObservedFunctionEntry,1,0,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,93,035192,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,94,03590E,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,95,035E36,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,96,015E5C,none,ROM,1,0,0,ObservedFunctionEntry,1,0,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,97,015EEC,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,98,014C58,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,99,01615C,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,100,012EC2,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,101,012F8A,none,ROM,1,0,0,ObservedFunctionEntry,1,0,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,102,013064,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,103,013038,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,104,013128,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,105,015CA0,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,106,015CE2,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,107,015D70,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,108,013CA8,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,109,014D3A,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,110,014DA8,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,111,014E4E,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,112,023B9E,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,113,023BB8,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,114,027194,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,115,027170,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,116,027186,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,117,0274A4,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,118,0274B8,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,119,0274CC,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,120,0274E0,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,121,0276BE,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,122,027726,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,123,02776E,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,124,02770E,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
LONG_PTR_TABLE,0023C8,0023B6,0023D8,125,0278F8,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,126,027B56,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,127,0287B8,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,128,035F3C,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,129,035F72,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,130,035E2C,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,131,035FFE,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,132,036096,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,133,0345AE,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,134,0349C6,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,135,034C3E,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,136,035B68,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,137,0154A4,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,138,0154A4,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,139,0154A4,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,140,0154A4,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,141,0154A4,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,142,035096,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,143,034F4A,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,144,0150F2,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,145,014FBC,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,146,015056,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,147,016256,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,148,016A32,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,149,0152F8,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,150,016EAA,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,151,016B64,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,152,01713E,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,153,015DEE,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,154,016FEE,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,155,016A98,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,156,014E5C,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,157,014F0E,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,158,01647A,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,159,0029F4,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,160,027E28,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,161,028600,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,162,0299AC,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,163,029ABE,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,164,026128,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,165,028854,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,166,02885C,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,167,02613C,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,168,026150,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,169,02610A,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,170,02883A,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,171,02884C,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,172,028C0E,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,173,028BB2,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,174,029558,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,175,0293FE,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,176,03B266,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,177,03B194,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,178,03B02C,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,179,03B3CE,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,180,03B6D0,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,181,03B560,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,182,03B746,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,183,0154A4,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,184,03B7D0,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,185,03B846,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,186,03BBC2,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,187,03C1B2,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,188,03C33E,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,189,03C442,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,190,03C596,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,191,03C442,none,ROM,0,0,0,DeferredCandidate,0,0,1
LONG_PTR_TABLE,0023C8,0023B6,0023D8,192,012A1E,none,ROM,0,0,0,DeferredCandidate,0,0,1
