detector,source_pc,logical_source_pc,base,index,target,bound,region,runtime_observed,inside_existing_function,instruction_boundary,classification,would_make_function,would_create_interior_label,would_defer
JMP_PC_INDEX_WORD,012670,012670,012674,16,0126CC,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,012670,012670,012674,17,0126CC,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,012670,012670,012674,18,0126CC,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,012670,012670,012674,19,0126CC,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,012670,012670,012674,20,0126CC,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,012670,012670,012674,21,0126CC,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,012670,012670,012674,22,0126CC,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,012670,012670,012674,23,0126CC,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,012670,012670,012674,24,0126CC,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,012670,012670,012674,25,0126CC,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,012670,012670,012674,26,0126C4,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,012670,012670,012674,27,0126CC,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,012670,012670,012674,28,0126CC,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,012670,012670,012674,29,0126CC,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,012670,012670,012674,30,0126CC,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,012670,012670,012674,31,0126C4,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,012670,012670,012674,32,0126CC,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0127A6,0127A6,0127AA,0,0127B2,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0127A6,0127A6,0127AA,1,01286C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0127A6,0127A6,0127AA,2,0129BA,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0127A6,0127A6,0127AA,3,0129FA,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0134F0,0134F0,0134F4,0,0134FE,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0134F0,0134F0,0134F4,1,0135AC,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0134F0,0134F0,0134F4,2,01362E,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0134F0,0134F0,0134F4,3,013634,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0134F0,0134F0,0134F4,4,01366C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014042,014042,014046,0,014060,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014042,014042,014046,1,014104,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014042,014042,014046,2,014288,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014042,014042,014046,3,0143CC,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014042,014042,014046,4,0143DC,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014042,014042,014046,5,01444C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014042,014042,014046,6,014654,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014042,014042,014046,7,01468E,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014042,014042,014046,8,01472C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014042,014042,014046,9,014788,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014042,014042,014046,10,0147EC,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014042,014042,014046,11,0147EE,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014042,014042,014046,12,01482C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014456,014456,01445A,0,01446A,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014456,014456,01445A,1,0144DA,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014456,014456,01445A,2,0144EC,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014456,014456,01445A,3,0144F8,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014456,014456,01445A,4,014506,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014456,014456,01445A,5,014532,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014456,014456,01445A,6,014578,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014456,014456,01445A,7,01462A,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014698,014698,01469C,0,0146A8,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014698,014698,01469C,1,0146BE,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014698,014698,01469C,2,0146D8,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014698,014698,01469C,3,0146EA,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014698,014698,01469C,4,014700,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,014698,014698,01469C,5,014716,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,015EFA,015EFA,015EFE,0,015F0C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,015EFA,015EFA,015EFE,1,015F3A,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,015EFA,015EFA,015EFE,2,015F84,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,015EFA,015EFA,015EFE,3,015F9C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,015EFA,015EFA,015EFE,4,015FB0,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,015EFA,015EFA,015EFE,5,0160C0,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,015EFA,015EFA,015EFE,6,01611C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,022E68,022E68,022E6C,0,022E7C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,022E68,022E68,022E6C,1,022ED2,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,022E68,022E68,022E6C,2,022EE8,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,022E68,022E68,022E6C,3,022EE2,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,022E68,022E68,022E6C,4,022F04,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,022E68,022E68,022E6C,5,022FE8,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,022E68,022E68,022E6C,6,022DB8,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,022E68,022E68,022E6C,7,022E58,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02A092,02A092,02A096,0,02A0AE,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02A092,02A092,02A096,1,02A0D8,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02A092,02A092,02A096,2,02A0F0,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02A092,02A092,02A096,3,02A156,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02A092,02A092,02A096,4,02A15C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02A092,02A092,02A096,5,02A162,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02A092,02A092,02A096,6,02A1AE,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02A092,02A092,02A096,7,02A1C8,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02A092,02A092,02A096,8,02A1CE,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02A092,02A092,02A096,9,02A1D4,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02A092,02A092,02A096,10,02A202,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02A092,02A092,02A096,11,02A23E,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,0,02F3CE,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,1,02F470,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,2,02F74A,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,3,02F764,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,4,02F55E,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,5,02F516,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,6,02F3BE,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,7,02F77C,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,8,02F698,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,9,02F6AA,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,10,02F816,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,11,02F3BE,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,12,02F7AE,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,13,02F6B8,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,14,02F6CA,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,15,02F58E,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,16,02F538,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,17,02F816,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,18,02F7EE,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,19,02F816,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,20,02F822,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,21,02F59E,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,22,02F56E,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,23,02F84E,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,24,02F866,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F386,02F386,02F38A,25,02F89C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F8A8,02F8A8,02F8AC,0,02F8B6,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F8A8,02F8A8,02F8AC,1,02F8D0,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F8A8,02F8A8,02F8AC,2,02F91E,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F8A8,02F8A8,02F8AC,3,02F940,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02F8A8,02F8A8,02F8AC,4,02F94A,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02FAE2,02FAE2,02FAE6,0,02FAF2,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02FAE2,02FAE2,02FAE6,1,02FB70,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02FAE2,02FAE2,02FAE6,2,02FB84,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02FAE2,02FAE2,02FAE6,3,02FC32,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02FAE2,02FAE2,02FAE6,4,02FC5E,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,02FAE2,02FAE2,02FAE6,5,02FCBC,none,ROM,1,1,1,ObservedInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0309F2,0309F2,0309F6,0,030A18,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0309F2,0309F2,0309F6,1,030A74,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0309F2,0309F2,0309F6,2,030AD4,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0309F2,0309F2,0309F6,3,030B62,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0309F2,0309F2,0309F6,4,030B84,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0309F2,0309F2,0309F6,5,030C88,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0309F2,0309F2,0309F6,6,030D1E,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0309F2,0309F2,0309F6,7,030E02,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0309F2,0309F2,0309F6,8,030F0A,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0309F2,0309F2,0309F6,9,030F90,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0309F2,0309F2,0309F6,10,030FE0,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0309F2,0309F2,0309F6,11,0310E8,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0309F2,0309F2,0309F6,12,031148,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0309F2,0309F2,0309F6,13,0311C0,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030ADE,030ADE,030AE2,0,030AEA,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030ADE,030ADE,030AE2,1,030B16,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030ADE,030ADE,030AE2,2,030B44,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030ADE,030ADE,030AE2,3,030B48,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030B8E,030B8E,030B92,0,030BAE,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030B8E,030B8E,030B92,1,030BC4,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030B8E,030B8E,030B92,2,030BBA,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030B8E,030B8E,030B92,3,030BCA,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030B8E,030B8E,030B92,4,030BD4,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030B8E,030B8E,030B92,5,030BE0,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030B8E,030B8E,030B92,6,030BEC,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030B8E,030B8E,030B92,7,030C14,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030B8E,030B8E,030B92,8,030C20,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030B8E,030B8E,030B92,9,030BAE,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030B8E,030B8E,030B92,10,030C2C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030B8E,030B8E,030B92,11,030BBA,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030B8E,030B8E,030B92,12,030C32,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030B8E,030B8E,030B92,13,030C48,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030E0C,030E0C,030E10,0,030E1A,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030E0C,030E0C,030E10,1,030E62,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030E0C,030E0C,030E10,2,030EB8,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030E0C,030E0C,030E10,3,030EBC,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030E0C,030E0C,030E10,4,030EC0,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030F20,030F20,030F24,0,030F2C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030F20,030F20,030F24,1,030F54,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030F20,030F20,030F24,2,030F82,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030F20,030F20,030F24,3,030F86,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030F9E,030F9E,030FA2,0,030FAA,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030F9E,030F9E,030FA2,1,030FC8,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030F9E,030F9E,030FA2,2,030FD0,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030F9E,030F9E,030FA2,3,030FD8,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030FEA,030FEA,030FEE,0,030FF8,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030FEA,030FEA,030FEE,1,031042,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030FEA,030FEA,030FEE,2,031096,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030FEA,030FEA,030FEE,3,03109A,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,030FEA,030FEA,030FEE,4,03109E,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0311CA,0311CA,0311CE,0,0311D6,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0311CA,0311CA,0311CE,1,031204,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0311CA,0311CA,0311CE,2,031226,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0311CA,0311CA,0311CE,3,031242,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0312BA,0312BA,0312BE,0,0312C8,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0312BA,0312BA,0312BE,1,0312FA,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0312BA,0312BA,0312BE,2,03133A,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0312BA,0312BA,0312BE,3,03133E,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0312BA,0312BA,0312BE,4,031342,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,03137E,03137E,031382,0,03138A,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,03137E,03137E,031382,1,0313A0,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,03137E,03137E,031382,2,031404,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,03137E,03137E,031382,3,03142C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,031C8C,031C8C,031C90,0,031CA4,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,031C8C,031C8C,031C90,1,031DD2,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,031C8C,031C8C,031C90,2,031DDC,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,031C8C,031C8C,031C90,3,031F2A,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,031C8C,031C8C,031C90,4,03203A,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,031C8C,031C8C,031C90,5,031DDC,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,031C8C,031C8C,031C90,6,031DDC,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,031C8C,031C8C,031C90,7,031DDC,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,031C8C,031C8C,031C90,8,031DDC,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,031C8C,031C8C,031C90,9,0321A4,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,031DE6,031DE6,031DEA,0,031DF4,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,031DE6,031DE6,031DEA,1,031E2E,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,031DE6,031DE6,031DEA,2,031E74,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,031DE6,031DE6,031DEA,3,031ECC,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,031DE6,031DE6,031DEA,4,031F0E,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,031F34,031F34,031F38,0,031F42,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,031F34,031F34,031F38,1,031F66,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,031F34,031F34,031F38,2,031F92,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,031F34,031F34,031F38,3,031FF4,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,031F34,031F34,031F38,4,032018,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,032044,032044,032048,0,032052,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,032044,032044,032048,1,032092,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,032044,032044,032048,2,0320EE,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,032044,032044,032048,3,03214A,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,032044,032044,032048,4,032176,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0321AE,0321AE,0321B2,0,0321B8,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0321AE,0321AE,0321B2,1,0321EC,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,0321AE,0321AE,0321B2,2,03221E,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,03271C,03271C,032720,0,03272C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,03271C,03271C,032720,1,032756,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,03271C,03271C,032720,2,03278C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,03271C,03271C,032720,3,03279C,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,03271C,03271C,032720,4,03280E,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,03271C,03271C,032720,5,032876,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
JMP_PC_INDEX_WORD,036DB8,036DB8,036DBC,0,036DDA,none,ROM,0,1,1,StaticInteriorEntry,0,1,0
